__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~324')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~324')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~324,324,JJ,Market,03,9,500g Nut Muesli,12,North,1966,ST,7.00,13762.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~325')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~325')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~325,325,JJ,Market,03,9,500g Nut Muesli,12,South,3194,ST,7.00,22358.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~326')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~326')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~326,326,JJ,Market,03,9,500g Nut Muesli,12,West,2437,ST,7.00,17059.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~327')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~327')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~327,327,JJ,Market,03,9,500g Original Muesli,12,North,438,ST,3.00,1314.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~328')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~328')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~328,328,JJ,Market,03,9,500g Original Muesli,12,South,10154,ST,3.00,30462.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~329')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~329')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~329,329,JJ,Market,03,9,500g Raisin Muesli,12,North,4816,ST,5.10,24743.28,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~330')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~330')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~330,330,JJ,Market,03,9,500g Raisin Muesli,12,South,1953,ST,4.80,9374.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~331')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~331')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~331,331,JJ,Market,03,9,500g Raisin Muesli,12,West,5057,ST,4.16,21037.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~332')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~332')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~332,332,JJ,Market,03,9,500g Strawberry Muesli,12,North,1853,ST,6.37,12425.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~333')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~333')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~333,333,JJ,Market,03,9,500g Blueberry Muesli,14,North,470,ST,7.00,3290.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~334')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~334')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~334,334,JJ,Market,03,9,500g Blueberry Muesli,14,West,803,ST,4.23,3396.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~335')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~335')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~335,335,JJ,Market,03,9,500g Mixed Fruit Muesli,14,North,15763,ST,5.27,78538.53,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~336')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~336')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~336,336,JJ,Market,03,9,500g Mixed Fruit Muesli,14,South,4019,ST,5.08,18225.76,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~337')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~337')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~337,337,JJ,Market,03,9,500g Mixed Fruit Muesli,14,West,10018,ST,5.08,47450.13,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~338')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~338')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~338,338,JJ,Market,03,9,500g Nut Muesli,14,North,880,ST,3.90,3432.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~339')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~339')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~339,339,JJ,Market,03,9,500g Nut Muesli,14,South,1592,ST,5.45,9863.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~340')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~340')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~340,340,JJ,Market,03,9,500g Nut Muesli,14,West,10658,ST,5.06,51755.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~341')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~341')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~341,341,JJ,Market,03,9,500g Original Muesli,14,South,3703,ST,3.77,13960.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~342')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~342')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~342,342,JJ,Market,03,9,500g Raisin Muesli,14,North,18788,ST,3.79,71206.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~343')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~343')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~343,343,JJ,Market,03,9,500g Raisin Muesli,14,South,18929,ST,4.05,75271.91,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~344')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~344')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~344,344,JJ,Market,03,9,500g Raisin Muesli,14,West,16206,ST,4.75,71702.37,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~345')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~345')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~345,345,JJ,Market,03,9,500g Strawberry Muesli,14,North,2346,ST,7.00,16422.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~346')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~346')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~346,346,JJ,Market,03,9,500g Strawberry Muesli,14,South,758,ST,7.00,5306.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~347')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~347')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~347,347,JJ,Market,03,10,1kg Blueberry Muesli,10,North,1175,ST,6.70,7872.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~348')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~348')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~348,348,JJ,Market,03,10,1kg Blueberry Muesli,10,West,3458,ST,6.70,23168.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~349')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~349')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~349,349,JJ,Market,03,10,1kg Mixed Fruit Muesli,10,North,1095,ST,7.53,10223.82,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~350')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~350')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~350,350,JJ,Market,03,10,1kg Mixed Fruit Muesli,10,South,13092,ST,5.06,66245.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~351')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~351')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~351,351,JJ,Market,03,10,1kg Original Muesli,10,North,3110,ST,7.00,21770.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~352')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~352')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~352,352,JJ,Market,03,10,1kg Original Muesli,10,South,15281,ST,4.35,66472.35,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~353')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~353')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~353,353,JJ,Market,03,10,1kg Original Muesli,10,West,5746,ST,5.67,33461.85,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~354')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~354')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~354,354,JJ,Market,03,10,1kg Raisin Muesli,10,North,1321,ST,8.50,12010.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~355')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~355')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~355,355,JJ,Market,03,10,1kg Strawberry Muesli,10,North,831,ST,6.80,5650.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~356')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~356')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~356,356,JJ,Market,03,10,1kg Strawberry Muesli,10,South,4501,ST,6.80,30606.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~357')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~357')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~357,357,JJ,Market,03,10,1kg Strawberry Muesli,10,West,5292,ST,6.80,35985.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~358')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~358')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~358,358,JJ,Market,03,10,1kg Blueberry Muesli,12,North,9023,ST,6.70,60454.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~359')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~359')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~359,359,JJ,Market,03,10,1kg Blueberry Muesli,12,South,10771,ST,6.70,72165.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~360')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~360')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~360,360,JJ,Market,03,10,1kg Blueberry Muesli,12,West,19573,ST,6.70,131139.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~361')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~361')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~361,361,JJ,Market,03,10,1kg Mixed Fruit Muesli,12,North,8591,ST,7.66,61907.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~362')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~362')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~362,362,JJ,Market,03,10,1kg Mixed Fruit Muesli,12,South,25166,ST,5.30,130862.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~363')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~363')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~363,363,JJ,Market,03,10,1kg Mixed Fruit Muesli,12,West,4555,ST,6.33,24995.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~364')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~364')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~364,364,JJ,Market,03,10,1kg Original Muesli,12,North,1995,ST,6.00,11970.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~365')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~365')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~365,365,JJ,Market,03,10,1kg Original Muesli,12,West,3431,ST,6.00,20586.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~366')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~366')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~366,366,JJ,Market,03,10,1kg Raisin Muesli,12,North,5746,ST,9.00,51714.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~367')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~367')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~367,367,JJ,Market,03,10,1kg Raisin Muesli,12,South,2199,ST,9.00,19791.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~368')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~368')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~368,368,JJ,Market,03,10,1kg Raisin Muesli,12,West,1017,ST,9.00,9153.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~369')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~369')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~369,369,JJ,Market,03,10,1kg Strawberry Muesli,12,North,16607,ST,7.00,113761.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~370')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~370')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~370,370,JJ,Market,03,10,1kg Strawberry Muesli,12,South,9354,ST,8.05,73564.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~371')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~371')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~371,371,JJ,Market,03,10,1kg Strawberry Muesli,12,West,12320,ST,6.80,83776.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~372')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~372')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~372,372,JJ,Market,03,10,500g Blueberry Muesli,12,North,10088,ST,6.49,65113.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~373')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~373')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~373,373,JJ,Market,03,10,500g Blueberry Muesli,12,South,10523,ST,6.78,71115.76,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~374')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~374')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~374,374,JJ,Market,03,10,500g Blueberry Muesli,12,West,3126,ST,6.62,20724.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~375')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~375')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~375,375,JJ,Market,03,10,500g Mixed Fruit Muesli,12,North,1397,ST,7.00,9779.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~376')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~376')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~376,376,JJ,Market,03,10,500g Nut Muesli,12,North,1403,ST,7.00,9821.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~377')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~377')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~377,377,JJ,Market,03,10,500g Nut Muesli,12,West,1346,ST,7.00,9422.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~378')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~378')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~378,378,JJ,Market,03,10,500g Original Muesli,12,South,17502,ST,3.20,56006.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~379')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~379')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~379,379,JJ,Market,03,10,500g Original Muesli,12,West,2926,ST,3.20,9363.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~380')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~380')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~380,380,JJ,Market,03,10,500g Raisin Muesli,12,South,2988,ST,7.00,20916.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~381')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~381')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~381,381,JJ,Market,03,10,500g Raisin Muesli,12,West,4287,ST,7.00,30009.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~382')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~382')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~382,382,JJ,Market,03,10,500g Blueberry Muesli,14,North,16760,ST,4.23,70894.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~383')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~383')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~383,383,JJ,Market,03,10,500g Blueberry Muesli,14,South,22845,ST,4.59,102711.73,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~384')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~384')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~384,384,JJ,Market,03,10,500g Blueberry Muesli,14,West,23630,ST,4.42,103148.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~385')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~385')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~385,385,JJ,Market,03,10,500g Nut Muesli,14,North,1224,ST,7.00,8568.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~386')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~386')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~386,386,JJ,Market,03,10,500g Nut Muesli,14,South,4382,ST,7.00,30674.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~387')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~387')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~387,387,JJ,Market,03,10,500g Original Muesli,14,South,4318,ST,3.77,16278.86,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~388')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~388')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~388,388,JJ,Market,03,10,500g Raisin Muesli,14,North,2619,ST,5.93,17957.43,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~389')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~389')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~389,389,JJ,Market,03,10,500g Raisin Muesli,14,South,5737,ST,7.00,40159.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~390')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~390')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~390,390,JJ,Market,03,10,500g Raisin Muesli,14,West,5603,ST,7.00,39221.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~391')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~391')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~391,391,JJ,Market,03,11,1kg Blueberry Muesli,10,South,11613,ST,5.26,61084.38,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~392')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~392')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~392,392,JJ,Market,03,11,1kg Blueberry Muesli,10,West,3428,ST,5.26,18031.28,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~393')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~393')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~393,393,JJ,Market,03,11,1kg Original Muesli,10,North,7939,ST,6.50,51603.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~394')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~394')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~394,394,JJ,Market,03,11,1kg Original Muesli,10,South,2108,ST,4.35,9169.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~395')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~395')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~395,395,JJ,Market,03,11,1kg Original Muesli,10,West,4709,ST,6.66,31355.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~396')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~396')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~396,396,JJ,Market,03,11,1kg Raisin Muesli,10,North,6875,ST,4.38,30112.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~397')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~397')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~397,397,JJ,Market,03,11,1kg Raisin Muesli,10,South,12919,ST,5.31,56624.56,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~398')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~398')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~398,398,JJ,Market,03,11,1kg Raisin Muesli,10,West,7398,ST,4.38,32403.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~399')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~399')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~399,399,JJ,Market,03,11,1kg Blueberry Muesli,12,North,2430,ST,7.80,18954.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~400')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~400')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~400,400,JJ,Market,03,11,1kg Blueberry Muesli,12,South,4232,ST,7.80,33009.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~401')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~401')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~401,401,JJ,Market,03,11,1kg Blueberry Muesli,12,West,9527,ST,7.80,74310.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~402')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~402')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~402,402,JJ,Market,03,11,1kg Nut Muesli,12,North,2360,ST,9.00,21240.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~403')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~403')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~403,403,JJ,Market,03,11,1kg Nut Muesli,12,South,2385,ST,9.00,21465.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~404')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~404')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~404,404,JJ,Market,03,11,1kg Nut Muesli,12,West,6007,ST,9.00,54063.00,EUR
