__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~528')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~528')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~528,528,JJ,03,18,03/18,12,58,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-47307.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~407')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~407')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~407,407,JJ,03,08,03/08,10,48,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-48641.52,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~540')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~540')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~540,540,JJ,03,19,03/19,12,59,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-57000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~383')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~383')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~383,383,JJ,03,06,03/06,10,46,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-52589.09,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~506')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~506')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~506,506,JJ,03,16,03/16,12,56,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-56750.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~318')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~318')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~318,318,JJ,03,01,03/01,9,41,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-40284.31,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~306')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~306')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~306,306,JJ,02,20,02/20,8,40,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-32640.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~283')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~283')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~283,283,JJ,02,19,02/19,8,39,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-27440.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~273')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~273')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~273,273,JJ,02,18,02/18,8,38,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-33360.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~263')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~263')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~263,263,JJ,02,17,02/17,8,37,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-38360.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~253')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~253')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~253,253,JJ,02,16,02/16,8,36,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-54480.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~243')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~243')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~243,243,JJ,02,15,02/15,7,35,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-45560.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~218')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~218')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~218,218,JJ,02,14,02/14,7,34,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-54720.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~208')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~208')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~208,208,JJ,02,13,02/13,7,33,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-32400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~198')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~198')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~198,198,JJ,02,12,02/12,7,32,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-32400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~188')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~188')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~188,188,JJ,02,11,02/11,7,31,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-27120.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~180')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~180')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~180,180,JJ,02,10,02/10,6,30,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-21200.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~158')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~158')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~158,158,JJ,02,09,02/09,6,29,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-18720.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~150')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~150')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~150,150,JJ,02,08,02/08,6,28,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-19200.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~137')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~137')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~137,137,JJ,02,07,02/07,6,27,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-29520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~129')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~129')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~129,129,JJ,02,06,02/06,6,26,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-19320.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~119')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~119')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~119,119,JJ,02,05,02/05,5,25,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-18960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~95')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~95')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~95,95,JJ,02,04,02/04,5,24,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-22840.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~87')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~87')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~87,87,JJ,02,03,02/03,5,23,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-29520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~79')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~79')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~79,79,JJ,02,02,02/02,5,22,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-14400.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~67')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~67')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~67,67,JJ,02,01,02/01,5,21,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-21600.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~371')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~371')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~371,371,JJ,03,05,03/05,9,45,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-47290.91,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~328')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~328')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~328,328,JJ,03,02,03/02,9,42,895000,Total Finished Products Produced,Income Statement,Inventory Change,,,Credit,-47955.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~148')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~148')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~148,148,JJ,02,08,02/08,6,28,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-125366.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~414')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~414')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~414,414,JJ,03,09,03/09,10,49,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-165623.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~492')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~492')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~492,492,JJ,03,15,03/15,11,55,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-9958.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~349')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~349')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~349,349,JJ,03,04,03/04,9,44,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-139974.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~448')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~448')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~448,448,JJ,03,12,03/12,11,52,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-33186.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~135')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~135')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~135,135,JJ,02,07,02/07,6,27,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-82504.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~251')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~251')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~251,251,JJ,02,16,02/16,8,36,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-229551.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~504')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~504')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~504,504,JJ,03,16,03/16,12,56,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-168434.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~127')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~127')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~127,127,JJ,02,06,02/06,6,26,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-74405.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~405')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~405')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~405,405,JJ,03,08,03/08,10,48,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-154128.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~304')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~304')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~304,304,JJ,02,20,02/20,8,40,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-50284.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~117')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~117')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~117,117,JJ,02,05,02/05,5,25,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-80394.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~514')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~514')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~514,514,JJ,03,17,03/17,12,57,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-95575.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~93')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~93')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~93,93,JJ,02,04,02/04,5,24,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-119102.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~326')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~326')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~326,326,JJ,03,02,03/02,9,42,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-139351.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~241')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~241')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~241,241,JJ,02,15,02/15,7,35,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-264181.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~85')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~85')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~85,85,JJ,02,03,02/03,5,23,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-55859.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~526')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~526')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~526,526,JJ,03,18,03/18,12,58,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-239424.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~77')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~77')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~77,77,JJ,02,02,02/02,5,22,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-108000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~316')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~316')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~316,316,JJ,03,01,03/01,9,41,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-23471.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~393')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~393')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~393,393,JJ,03,07,03/07,10,47,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-185353.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~538')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~538')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~538,538,JJ,03,19,03/19,12,59,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-136917.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~458')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~458')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~458,458,JJ,03,13,03/13,11,53,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-20858.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~206')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~206')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~206,206,JJ,02,13,02/13,7,33,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-92307.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~261')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~261')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~261,261,JJ,02,17,02/17,8,37,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-218578.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~337')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~337')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~337,337,JJ,03,03,03/03,9,43,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-234852.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~196')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~196')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~196,196,JJ,02,12,02/12,7,32,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-102617.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~470')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~470')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~470,470,JJ,03,14,03/14,11,54,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-52832.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~271')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~271')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~271,271,JJ,02,18,02/18,8,38,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-192764.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~381')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~381')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~381,381,JJ,03,06,03/06,10,46,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-135829.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~186')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~186')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~186,186,JJ,02,11,02/11,7,31,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-130921.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~216')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~216')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~216,216,JJ,02,14,02/14,7,34,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-52460.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~281')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~281')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~281,281,JJ,02,19,02/19,8,39,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-33640.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~156')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~156')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~156,156,JJ,02,09,02/09,6,29,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-71988.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~433')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~433')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~433,433,JJ,03,10,03/10,10,50,800000,Sales revenues - domestic,Income Statement,Revenues,,,Credit,-32556.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~163')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~163')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~163,163,JJ,02,10,02/10,6,30,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-6850.00,EUR
